Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Washio,https://www.crunchbase.com/organization/washio,"Administrative Services, Clothing and Apparel","Los Angeles, California, United States","Wash.io is a wash and fold laundry service that picks up dirty laundry, cleans it, and delivers it back to its owners.","2,629",01/01/2013,Closed,99,"Delivery, Customer Service, Laundry and Dry-cleaning, Service Industry",3,11-50,06/09/2014,"$10,500,000","$16,820,000",25,Series A,http://www.getwashio.com,4
SKULLY,https://www.crunchbase.com/organization/skully-helmets,"Hardware, Consumer Electronics, Software, Government and Military, Transportation","San Francisco, California, United States",Augmented Reality Motorcycle Helmets,"4,446",02/27/2013,Closed,11,"Wearables, Public Safety, Augmented Reality, Automotive, Consumer Electronics",2,11-50,02/27/2015,"$11,000,000","$14,950,000",16,Series A,http://www.skully.com/,4
Envelop VR,https://www.crunchbase.com/organization/envelop-vr,"Hardware, Software","Bellevue, Washington, United States","Envelop VR builds software that enables people to create, work and play in virtual reality.","5,862",01/01/2014,Closed,26,"Virtual Reality, B2B, Enterprise Software",1,11-50,01/13/2016,"$5,500,000","$7,500,000",12,Series A,http://www.envelopvr.com,2
Shuddle,https://www.crunchbase.com/organization/shuddle,"Transportation, Internet Services","San Francisco, California, United States",We believe in living more and driving less.,"6,399",01/01/2014,Closed,37,"Service Industry, Transportation, Internet, Customer Service",2,11-50,03/18/2015,"$9,600,000","$12,200,000",7,Series A,https://shuddle.us/,2
Bridj,https://www.crunchbase.com/organization/bridj,"Data and Analytics, Software, Transportation","Cambridge, Massachusetts, United States",Bridj is the world's first smart transit system which uses big data and awesome shuttles.,"6,591",01/01/2014,Closed,21,"Big Data, Machine Learning, Transportation",2,11-50,03/01/2015,,"$4,000,000",8,Series A,http://www.bridj.com/,2
Carwoo,https://www.crunchbase.com/organization/carwoo,"Transportation, Internet Services","Burlingame, California, United States",Carwoo is an anonymous automobile marketplace that enables its users to purchase cars without providing personal information.,"7,234",10/01/2008,Closed,4,"Automotive, Internet",2,11-50,12/01/2011,"$6,000,000","$10,850,000",18,Series A,http://a9car.com/,4
Kitchit,https://www.crunchbase.com/organization/kichit,"Food and Beverage, Administrative Services","San Francisco, California, United States",Kitchit brings local chefs to private households to do the cooking.,"7,452",10/01/2011,Closed,23,"Housekeeping Service, Customer Service, Restaurants",2,11-50,12/09/2014,"$7,500,000","$8,100,000",21,Series A,http://www.kitchit.com,3
Nitrous,https://www.crunchbase.com/organization/nitrous-io,"Platforms, Software, Internet Services, Mobile","San Francisco, California, United States",Nitrous offers web applications development.,"7,589",07/01/2012,Closed,7,"Enterprise Software, PaaS, Software, iOS, Cloud Computing, Developer Tools, Web Development",2,11-50,03/18/2014,"$6,650,000","$7,650,000",12,Series A,http://www.nitrous.io,2
Loosecubes,https://www.crunchbase.com/organization/loosecubes,"Media and Entertainment, Sales and Marketing, Internet Services","Brooklyn, New York, United States",Loosecubes is a membership-based community that connects vacant workspaces with individuals looking for workspaces.,"7,974",01/01/2010,Closed,27,"Digital Media, Marketing, Social Media",2,1-10,06/05/2012,"$7,800,000","$9,030,000",8,Series A,http://loosecubes.com/home,2
Inform Technologies,https://www.crunchbase.com/organization/inform-technologies,"Media and Entertainment, Internet Services, Content and Publishing","New York, New York, United States","Inform Technologies develops apps that enable media companies to enhance content creation, curation, distribution and monetization.","8,282",08/01/2004,Closed,34,"Social, Publishing, Social News, Internet, Journalism, News",2,51-100,01/01/2013,,"$29,330,000",6,Series A,http://www.inform.com,6
Jirafe,https://www.crunchbase.com/organization/jirafe,"Commerce and Shopping, Data and Analytics","New York, New York, United States",Jirafe provides e-commerce-tailored analytics that facilitate data-driven marketing and merchandising for retailers.,"8,445",01/01/2010,Closed,10,"Big Data, E-Commerce, Analytics",2,,06/26/2012,"$7,000,000","$7,000,000",5,Series A,http://jirafe.com,2
Vouch Financial,https://www.crunchbase.com/organization/vouch-financial,"Financial Services, Lending and Investments","San Francisco, California, United States",Vouch is bringing friend-powered finance to the lending industry. Vouch believes that you should get credit for having such good friends.,"8,722",01/01/2013,Closed,3,"Credit, Financial Services, Personal Finance",3,11-50,05/14/2015,"$6,000,000","$8,999,998",12,Series A,http://vouch.com,2
Bitcasa,https://www.crunchbase.com/organization/bitcasa,"Information Technology, Software, Internet Services","San Mateo, California, United States",Bitcasa is the leader in secure and simple cloud storage solutions.,"9,536",01/01/2011,Closed,8,"Cloud Data Services, Enterprise Software, Cloud Computing",3,51-100,11/11/2013,"$11,000,000","$20,825,000",10,Series A,http://www.bitcasa.com,5
Wantful,https://www.crunchbase.com/organization/wantful,"Commerce and Shopping, Internet Services","Brooklyn, New York, United States",Wantful is an online gift-giving service that offers recommendations based on a recipient's style and interests.,"9,683",01/01/2011,Closed,5,"Gift, Online Portals, E-Commerce",1,10001+,03/20/2012,"$5,500,000","$5,500,000",9,Series A,http://wantful.com,1
Cambrian Genomics,https://www.crunchbase.com/organization/cambrian-genomics,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States","Cambrian Genomics is a biotechnology company which uses a novel, laser based technique to synthesize DNA.","10,177",01/01/2011,Closed,24,"Genetics, Pharmaceutical, Biotechnology",7,1-10,11/20/2014,"$11,228,000","$11,228,000",8,Series A,http://cambriangenomics.com,3
Dinner Lab,https://www.crunchbase.com/organization/dinnerlab,Travel and Tourism,"New Orleans, Louisiana, United States",Dinner Lab is a membership-based social dining experiment that unites undiscovered chefs with adventurous diners who are looking for,"10,381",01/01/2011,Closed,21,Hospitality,3,11-50,08/06/2015,"$7,000,000","$9,100,000",5,Series A,http://dinnerlab.com,2
Beacon,https://www.crunchbase.com/organization/beacon-2,"Travel and Tourism, Community and Lifestyle","New York, New York, United States",Beacon is the premier solution for the frequent traveler.,"10,719",01/01/2014,Closed,6,"Tourism, Leisure, Travel",4,11-50,07/22/2015,"$7,500,000","$8,500,000",5,Series A,https://flybeacon.com/,2
VYou,https://www.crunchbase.com/organization/vyou,"Science and Engineering, Software, Internet Services, Design","New York, New York, United States","VYou is an app allowing its users to get advice from experts, interact with celebrities and organizations, and communicate with friends.","11,721",10/10/2009,Closed,23,"Human Computer Interaction, Web Browsers",3,11-50,05/23/2011,"$3,000,000","$3,000,000",5,Series A,http://vyou.com,1
Cuff,https://www.crunchbase.com/organization/cuff,"Hardware, Consumer Electronics, Consumer Goods, Design","San Francisco, California, United States",Cuff is creating jewelry wearables alert systems that connect to your phone.,"12,651",01/01/2013,Closed,1,"Wearables, Fashion, Jewelry",1,1-10,01/06/2015,"$5,000,000","$5,000,000",3,Series A,http://www.cuff.io,2
Fanbase,https://www.crunchbase.com/organization/fanbase,Internet Services,"San Francisco, California, United States",Fanbase is an online crowdsourced almanac of professional and college athletes.,"12,818",08/01/2009,Closed,22,"Web Hosting, Crowdsourcing, Universities",3,1-10,08/24/2009,"$5,000,000","$5,000,000",1,Series A,http://www.fanbase.com,1
RidePal,https://www.crunchbase.com/organization/ridepal,"Professional Services, Transportation","San Francisco, California, United States",RidePal provides shared and Wi-Fi-enabled commuter bus solutions for individuals and companies.,"13,311",02/17/2011,Closed,21,"Transportation, Career Planning, Public Transportation, Human Resources",2,11-50,09/26/2013,"$3,200,000","$3,700,000",9,Series A,https://www.ridepal.com,2
Bloodhound,https://www.crunchbase.com/organization/bloodhound,"Data and Analytics, Sales and Marketing, Mobile","San Francisco, California, United States",Bloodhound provides a mobile app for lead retrieval and event planning at trade shows and conferences.,"13,628",09/01/2011,Closed,10,"Lead Generation, Mobile, Big Data",2,,01/23/2013,"$4,250,000","$4,770,000",7,Series A,http://bloodhound.com,4
Twist,https://www.crunchbase.com/organization/twist,"Platforms, Software, Mobile","San Francisco, California, United States",Twist is an iOS and Android app that messages users' pre-determined contacts of their location and estimated time of arrival in real-time.,"14,223",01/01/2011,Closed,14,"iOS, Mobile",4,11-50,07/19/2012,"$6,000,000","$12,000,000",6,Series A,http://www.twist.com,2
Campus Quad,https://www.crunchbase.com/organization/campus-quad,"Education, Mobile","San Carlos, California, United States",Campus Quad is mobile student engagement platform.,"14,317",01/01/2012,Closed,1,"Education, Mobile",1,11-50,02/02/2015,"$5,000,000","$6,900,000",3,Series A,http://www.campusquad.co,3
ybuy,https://www.crunchbase.com/organization/ybuy,Commerce and Shopping,"Beverly Hills, California, United States",ybuy is a membership club that curates gadgets and other products to let consumers try them before purchasing for themselves.,"14,592",08/01/2011,Closed,,"Shopping, E-Commerce, Small and Medium Businesses",2,11-50,07/05/2012,"$1,000,000","$1,750,000",4,Series A,http://www.ybuy.com,2
Artillery,https://www.crunchbase.com/organization/artillery,"Gaming, Software","Palo Alto, California, United States",Artillery has closed,"14,737",12/30/2011,Closed,6,"Video Games, Web Development, Software",4,11-50,10/21/2015,,"$2,500,000",15,Series A,https://www.artillery.com,2
Katalyst Network,https://www.crunchbase.com/organization/katalyst-media,"Media and Entertainment, Video","Los Angeles, California, United States",Katalyst Network develops television and film properties that match storytelling with competitive distribution and technology platforms.,"15,639",01/01/2000,Closed,18,"TV, Film Distribution, Film",2,11-50,01/28/2008,"$10,000,000","$10,000,000",1,Series A,http://www.katalystnetwork.com,1
TempoDB,https://www.crunchbase.com/organization/tempo,"Data and Analytics, Financial Services","Chicago, Illinois, United States",TempoDB is a timeseries database platform.,"15,892",11/01/2011,Closed,8,"FinTech, Analytics, Finance",3,1-10,10/09/2013,"$3,200,000","$4,068,000",16,Series A,http://tempo-db.com,3
OneSun,https://www.crunchbase.com/organization/onesun,"Natural Resources, Energy, Sustainability","Graton, California, United States",OneSunn is a provider of commercial solar photovoltaic (PV) and thermal systems that offer solar systems to establishments.,"16,294",01/01/2009,Closed,,"Energy Storage, Energy, Solar",,51-100,12/28/2011,"$35,307,036","$41,157,036",,Series A,http://onesuninc.com,2
Marketfish,https://www.crunchbase.com/organization/marketfish,"Information Technology, Software, Sales and Marketing, Advertising","Seattle, Washington, United States","Marketfish, a data management platform, allows marketers to build and execute lead generation campaigns using third party marketing lists.","16,462",07/18/2008,Closed,12,"Document Management, Marketing, Advertising",2,11-50,06/08/2011,"$4,500,000","$7,575,000",9,Series A,http://www.marketfish.com,3
Blippy Social Commerce,https://www.crunchbase.com/organization/blippy-social-commerce,"Commerce and Shopping, Internet Services, Mobile","San Francisco, California, United States",Blippy is a social commerce platform allowing users to share credit card purchases with friends.,"16,522",01/01/2009,Closed,,"E-Commerce, Mobile, E-Commerce Platforms",3,1-10,04/22/2010,"$11,200,000","$12,931,223",13,Series A,http://www.blippy.com,2
turntable.fm,https://www.crunchbase.com/organization/turntable-fm,"Media and Entertainment, Music and Audio, Internet Services","New York, New York, United States",Turntable.fm brings the social value of music to the digital music experience by letting people experience and discover music together.,"16,615",05/01/2011,Closed,53,"Social Media, Music",1,1-10,09/13/2011,"$7,000,000","$7,000,000",13,Series A,http://turntable.fm,1
Bee Cave Games,https://www.crunchbase.com/organization/bee-cave-games,"Gaming, Mobile","Austin, Texas, United States","Bee Cave Games develops social and mobile games for the web, Facebook, and iOS and Android gaming platforms.","17,032",01/01/2012,Closed,14,"Social, Mobile, Gaming",1,11-50,06/01/2015,"$5,500,000","$10,850,000",3,Series A,http://www.beecavegames.com,5
MAGNIFI,https://www.crunchbase.com/organization/deliradio-concert-network,"Media and Entertainment, Music and Audio, Data and Analytics, Events, Video, Content and Publishing, Mobile","Emeryville, California, United States",Magnifi is a website that helps connect users to live music performances in their local area.,"17,701",01/01/2015,Closed,3,"Mobile, Music, Concerts, Music Venues, Analytics, Ticketing, Events, Video Streaming",4,11-50,10/08/2013,"$9,350,000","$9,350,000",3,Series A,http://magnifi.fm,1
Fashism,https://www.crunchbase.com/organization/fashism,"Community and Lifestyle, Internet Services, Design","New York, New York, United States","Fashism, an online platform, enables its fashion enthusiasts to share styles and get their images rated.","18,037",01/01/2009,Closed,40,"Online Portals, Lifestyle, Fashion",3,11-50,11/19/2010,"$1,000,000","$1,000,000",8,Series A,http://www.fashism.com,1
Hashable,https://www.crunchbase.com/organization/hashable,"Information Technology, Software, Mobile","New York, New York, United States",Hashable is an online address book enabling users to make private notes about their contacts and set follow-up reminders for appointments.,"18,993",01/01/2008,Closed,45,"Contact Management, Mobile",1,11-50,11/19/2010,"$4,000,000","$4,000,000",6,Series A,http://hashable.com,3
Eons,https://www.crunchbase.com/organization/eons,"Media and Entertainment, Sales and Marketing, Internet Services","Boston, Massachusetts, United States",Eons is a social network for the U.S. residents who are over fifty years of age.,"19,378",01/01/2005,Closed,41,"Social Network, Social Media, Marketing",1,,02/13/2008,"$4,200,000","$36,200,000",6,Series A,http://www.eons.com,3
Jammit,https://www.crunchbase.com/organization/jammit,"Commerce and Shopping, Media and Entertainment, Music and Audio","West Hollywood, California, United States",Jammit is music software that separates individual audio tracks from original multitrack master recordings.,"19,635",01/01/2011,Closed,2,"Music, E-Commerce",1,11-50,01/01/2012,"$2,300,000","$2,600,000",,Series A,http://www.jammit.com/,2
Lily,https://www.crunchbase.com/organization/lily-robotics,"Science and Engineering, Hardware, Consumer Electronics, Software, Consumer Goods","San Francisco, California, United States",Lily is a flying camera that takes photos and video in the moment!.,"19,775",09/01/2013,Closed,34,"Drones, Consumer Electronics, Robotics",2,11-50,12/17/2015,"$14,000,000","$15,000,000",20,Series A,https://www.lily.camera,3
App.net,https://www.crunchbase.com/organization/app-net,"Apps, Software, Sales and Marketing, Mobile, Advertising","San Francisco, California, United States",App.net offers a distribution and monetization platform for mobile application developers.,"19,835",01/01/2010,Closed,123,"Advertising Platforms, Advertising, Developer Tools, Mobile Apps",1,,08/15/2013,"$2,500,000","$3,000,000",2,Series A,http://app.net,3
Offermatic,https://www.crunchbase.com/organization/offermatic,"Payments, Financial Services, Lending and Investments","San Mateo, California, United States",Offermatic is a free service that delivers offers to users based on their credit or debit card purchase history.,"21,494",02/01/2010,Closed,17,"Credit Cards, Service Industry, Debit Cards",2,11-50,03/09/2011,"$4,500,000","$4,500,000",6,Series A,http://www.offermatic.com,2
YellowDog Media,https://www.crunchbase.com/organization/yardsellr,"Commerce and Shopping, Software, Internet Services","San Francisco, California, United States",Yardsellr is an online marketplace using social networks to connect buyers and sellers.,"22,004",10/01/2009,Closed,5,"Social Network, Marketplace, Web Browsers",,11-50,11/22/2010,"$5,000,000","$5,750,000",2,Series A,http://yardsellr.com,2
Pipewise,https://www.crunchbase.com/organization/ccloop,"Information Technology, Software, Sales and Marketing","San Francisco, California, United States",Pipewise offers user relationship management solutions for cloud-based companies that connects with customers via web and mobile channels.,"22,223",09/01/2010,Closed,9,"CRM, Enterprise Software",1,1-10,02/17/2011,"$3,500,000","$3,500,000",8,Series A,http://www.pipewise.com,1
PhotoRocket,https://www.crunchbase.com/organization/photorocket,"Media and Entertainment, Internet Services, Content and Publishing","Seattle, Washington, United States","PhotoRocket offers a photo-sharing service that allows users to collect, group, and share photos and albums.","22,436",01/01/2009,Closed,13,"Online Portals, Photography, Photo Sharing",2,11-50,11/10/2010,"$1,348,917","$1,725,834",,Series A,http://photorocket.com,2
WorkSimple,https://www.crunchbase.com/organization/worksimple,"Media and Entertainment, Sales and Marketing, Education, Internet Services","San Francisco, California, United States","WorkSimple develops social performance platforms that enable goal sharing, collaboration, obtaining feedback, and endorsing work.","22,514",01/01/2007,Closed,19,"Lead Management, Social Media, Collaboration, Education",3,11-50,03/12/2012,"$250,000","$1,019,999",2,Series A,http://www.getworksimple.com,2
Canvas Networks,https://www.crunchbase.com/organization/canvas-networks,"Media and Entertainment, Internet Services, Content and Publishing","New York, New York, United States",Canvas was an internet remix community.,"22,655",05/01/2010,Closed,18,"Social Media, Photography",1,1-10,06/01/2011,"$3,000,000","$3,625,000",7,Series A,http://canv.as,2
Justin.TV,https://www.crunchbase.com/organization/justintv,"Media and Entertainment, Information Technology, Internet Services, Video, Messaging and Telecommunications","San Francisco, California, United States","Justin.TV is an online community for users to freely create, share, and broadcast live videos.","22,976",10/01/2006,Closed,458,"Media and Entertainment, Video, Messaging",2,51-100,10/01/2007,"$8,000,000","$8,000,000",5,Series A,http://www.justin.tv,3
Hive Media,https://www.crunchbase.com/organization/hive-media,"Gaming, Mobile","California City, California, United States",Hive Media creates social media games that allow fans to live their favorite hit movies and TV series via Facebook and mobile devices.,"23,169",01/01/2008,Closed,2,"Casual Games, Mobile, Gaming",,11-50,08/31/2011,"$1,500,000","$1,500,000",3,Series A,http://hivemedia.tv,1
Stickybits,https://www.crunchbase.com/organization/stickybits,"Sales and Marketing, Internet Services, Mobile","New York, New York, United States",Stickybits focused on connecting the digital and physical worlds through a social object network.,"23,449",01/01/2009,Closed,32,"SEO, Mobile",2,11-50,05/19/2010,"$1,600,000","$1,900,000",5,Series A,http://www.stickybits.com,2
Altheos,https://www.crunchbase.com/organization/altheos,"Biotechnology, Science and Engineering, Health Care","South San Francisco, California, United States",Altheos was a biopharmaceutical company focused on the development of small molecule drugs.,"23,636",01/01/2010,Closed,,"Clinical Trials, Health Care, Biotechnology",1,11-50,02/09/2012,"$12,500,000","$32,500,000",8,Series A,http://altheos.net,2
Dyyno,https://www.crunchbase.com/organization/dyyno,"Platforms, Apps, Software, Sales and Marketing, Mobile, Advertising","Palo Alto, California, United States","Dyyno provides broadband delivery of TV, movie and mid-tail content to global audiences.","23,954",08/01/2007,Closed,14,"Android, Apps, Advertising, iOS",2,11-50,04/22/2011,"$2,888,664","$14,078,664",3,Series A,http://www.dyyno.com,3
Pixelpipe,https://www.crunchbase.com/organization/pixelpipe,"Media and Entertainment, Information Technology, Internet Services, Video, Content and Publishing, Mobile","San Francisco, California, United States","Pixelpipe is a media distribution gateway allowing users to publish text, photos, video, audio and documents.","24,003",01/01/2008,Closed,24,"Photography, Cloud Data Services, Video, Mobile, Blogging Platforms",,1-10,04/25/2011,"$2,300,000","$2,300,000",2,Series A,http://pixelpipe.com,2
Plizy,https://www.crunchbase.com/organization/plizy,"Platforms, Media and Entertainment, Software, Internet Services, Video, Content and Publishing, Mobile","San Francisco, California, United States","Plizy was a cloud-based media center that allowed its users to search, organize, watch, and share videos and movies.","24,467",09/01/2010,Closed,12,"iOS, Video Streaming, Ediscovery, Video, Photography",1,11-50,12/13/2012,"$4,000,000","$5,200,000",2,Series A,http://www.plizy.com,2
Corensic,https://www.crunchbase.com/organization/petravm,"Information Technology, Software","Seattle, Washington, United States",Corensic provides software and run-time tools that enable developers and IT organizations to build and deploy concurrent applications.,"25,057",01/01/2008,Closed,5,"Information Technology, Information Services, Enterprise Software",3,,01/13/2011,"$4,500,000","$6,000,000",3,Series A,http://www.corensic.com,2
BO.LT,https://www.crunchbase.com/organization/bo-lt,"Media and Entertainment, Data and Analytics, Events, Software, Sales and Marketing, Internet Services, Design","San Francisco, California, United States",BO.LT enables the collection and sharing of web pages on permanent and private basis.,"25,898",02/01/2009,Closed,5,"Web Design, Brand Marketing, Events, Social Media, File Sharing, Test and Measurement",,11-50,02/01/2010,"$5,000,000","$5,000,000",1,Series A,http://bo.lt,1
Kiha Software,https://www.crunchbase.com/organization/kiha-software,"Platforms, Information Technology, Data and Analytics, Software, Internet Services, Mobile","Seattle, Washington, United States",Kiha Software developed business and personal communication management software to streamline the mobile experience.,"25,926",01/01/2008,Closed,3,"Cloud Data Services, Natural Language Processing, Software, iOS, Mobile, Android",1,51-100,10/28/2010,"$20,000,000","$20,000,000",1,Series A,http://www.kiha.com,1
Buzzient,https://www.crunchbase.com/organization/buzzient,"Media and Entertainment, Information Technology, Data and Analytics, Software, Sales and Marketing, Internet Services","Boston, Massachusetts, United States","Buzzient is a SaaS application that enables enterprise business integration with social media such as Twitter, YouTube, Facebook and others.","26,377",11/01/2007,Closed,20,"Social CRM, Enterprise Software, Business Intelligence, SaaS, Analytics, Social Media",2,,08/25/2011,"$1,069,585","$1,569,585",3,Series A,http://www.buzzient.com,2
ScholarPRO,https://www.crunchbase.com/organization/scholarpro,Internet Services,"New York, New York, United States","ScholarPRO, an online platform, enables students to manage the entire scholarship application process from search to submission.","26,995",01/01/2009,Closed,,Search Engine,,1-10,01/01/2012,"$1,000,000","$1,065,000",3,Series A,http://www.scholarpro.com,3
BL Healthcare,https://www.crunchbase.com/organization/bl-healthcare,Health Care,"Foxboro, Massachusetts, United States",BL Healthcare offers a services ecosystem,"27,069",01/01/2005,Closed,,"Personal Health, Health Care, Medical Device",,,03/24/2011,"$5,000,000","$5,000,000",,Series A,,1
Salorix,https://www.crunchbase.com/organization/salorix,"Real Estate, Sales and Marketing, Advertising","Santa Clara, California, United States",Salorix works with brands and agencies to simplify and scale social media engagement.,"27,120",03/01/2009,Closed,10,"Advertising, Social Media Marketing, Real Estate",1,11-50,11/14/2011,"$3,500,000","$3,502,000",3,Series A,http://www.salorix.com,2
Anaphore,https://www.crunchbase.com/organization/anaphore,"Biotechnology, Science and Engineering, Health Care","La Jolla, California, United States",Anaphore develops protein therapeutics that address unmet medical needs of patients with life-threatening diseases.,"27,137",01/01/2008,Closed,,"Medical Device, Biotechnology, Therapeutics",,11-50,06/09/2009,"$13,000,000","$49,300,000",8,Series A,http://www.anaphoreinc.com,4
Tipjoy,https://www.crunchbase.com/organization/tipjoy,"Payments, Financial Services","Arlington Heights, Massachusetts, United States",Tipjoy is a social payments engine that allows merchants to sell digital content to raise money for causes and individuals to lend money.,"27,748",01/01/2008,Closed,19,"Payments, Social, Charity",2,1-10,09/24/2008,"$1,000,000","$1,000,000",5,Series A,http://www.tipjoy.com,2
fotopedia,https://www.crunchbase.com/organization/fotopedia,"Media and Entertainment, Sales and Marketing, Content and Publishing, Mobile, Advertising","Palo Alto, California, United States",Fotopedia develops travel applications that feature photography from their online community.,"28,758",10/01/2008,Closed,36,"Advertising, Mobile, News, Crowdsourcing",4,11-50,07/01/2013,"$5,262,724","$12,662,722",8,Series A,http://fotopedia.com,5
Tracked.com,https://www.crunchbase.com/organization/tracked-com,"Hardware, Information Technology, Data and Analytics","New York, New York, United States","Tracked.com gathers, organizes and analyzes information, communications and connections about companies, industries and businesses.","28,841",04/01/2008,Closed,7,"Communications Infrastructure, Information Services, Analytics",1,11-50,07/01/2009,"$6,500,000","$11,500,000",8,Series A,http://tracked.com,2
SironRX Therapeutics,https://www.crunchbase.com/organization/sironrx-therapeutics,"Biotechnology, Science and Engineering, Health Care","Cleveland, Ohio, United States",SironRX is developing novel therapies that promote dermal wound repair and reduce scarring.,"29,317",01/01/2010,Closed,3,"Medical, Biotechnology, Therapeutics",1,1-10,08/16/2011,"$3,400,000","$3,900,000",8,Series A,http://www.sironrx.com,2
Mosoro,https://www.crunchbase.com/organization/mosoro,Manufacturing,"Golden, Colorado, United States",Mosoro offers a turnkey solution for Bluetooth-enabled devices and accessories.,"30,259",01/01/2010,Closed,4,Manufacturing,2,1-10,01/31/2012,"$1,500,000","$1,500,000",5,Series A,http://www.mosoro.com,1
LV Sensors,https://www.crunchbase.com/organization/lv-sensors,"Hardware, Transportation, Mobile","Emeryville, California, United States",LV Sensors designs and builds next generation sensing devices.,"30,435",01/01/2005,Closed,2,"Wireless, Sensor, Automotive, Hardware",1,1-10,08/10/2009,"$12,000,000","$27,000,000",3,Series A,http://www.lvsensors.com,2
Vector City Racers,https://www.crunchbase.com/organization/webcarzz,"Gaming, Internet Services","San Rafael, California, United States",Vector City Racers is an online gaming site.,"30,653",01/01/2007,Closed,2,"Online Games, Gaming, Internet",,1-10,08/28/2008,"$4,000,000","$4,000,000",1,Series A,http://www.vectorcityracers.com,1
JackPot Rewards,https://www.crunchbase.com/organization/jackpot-rewards,"Gaming, Commerce and Shopping","Newton, Massachusetts, United States",JackPot Rewards is an online retail portal providing shopping and sweepstakes loyalty programs.,"31,046",01/01/2008,Closed,1,"Gambling, Retail, Shopping",,,02/01/2008,"$16,700,000","$16,700,000",4,Series A,http://www.jackpotrewards.com,1
Kazaana,https://www.crunchbase.com/organization/kazaana-com,"Media and Entertainment, Software, Internet Services, Mobile","Menlo Park, California, United States",Kazaana is an online interactive platform that allows children under 13 to make friends and share content with one another.,"31,078",01/01/2010,Closed,5,"Web Development, Mobile, Social Media",2,1-10,04/01/2013,"$3,975,000","$7,575,000",2,Series A,http://kazaana.com,3
Miso Media,https://www.crunchbase.com/organization/miso-media,"Media and Entertainment, Music and Audio, Software, Education","Venice, California, United States",Miso Media is a tech and music startup that develops music education software for music learners.,"31,168",01/01/2008,Closed,16,"Music, Education, E-Learning",4,11-50,09/14/2011,"$2,400,000","$3,000,000",10,Series A,http://www.misomedia.com,2
Therasis,https://www.crunchbase.com/organization/therasis,"Biotechnology, Science and Engineering, Health Care","New York, New York, United States",Therasis is a new drug discovery company developing oncology therapeutics for use as single agents or in combination therapy.,"31,171",01/01/2007,Closed,,"Biotechnology, Genetics, Therapeutics, Health Diagnostics",,1-10,12/08/2009,"$12,000,000","$12,000,000",1,Series A,http://www.therasis.com,1
Weemba,https://www.crunchbase.com/organization/weemba,Financial Services,"Miami Beach, Florida, United States",Weemba is an online financial community connecting commercial and individual borrowers with professional lenders.,"31,178",01/01/2009,Closed,,"Financial Services, Finance, Commercial",2,11-50,09/13/2011,"$2,400,000","$10,455,481",2,Series A,http://www.weemba.com,2
Giiv,https://www.crunchbase.com/organization/giiv,"Information Technology, Internet Services, Messaging and Telecommunications","Los Angeles, California, United States",Giiv was a text message gifting platform that allowed users to give tangible items to other individuals instantaneously via text messages.,"31,739",01/01/2009,Closed,1,Messaging,1,1-10,06/01/2010,"$3,350,000","$3,350,000",4,Series A,http://www.giiv.com,2
Picateers,https://www.crunchbase.com/organization/picateers,"Media and Entertainment, Education, Content and Publishing","San Mateo, California, United States","Picateers is a portrait company that enables schools, teams and organizations to run their own portrait programs.","32,448",01/01/2005,Closed,1,"Education, Photography",2,11-50,08/25/2008,"$6,600,000","$12,100,000",2,Series A,http://picateers.com,2
ColorModules,https://www.crunchbase.com/organization/colormodules,"Consumer Goods, Internet Services, Design","New York, New York, United States",ColorModules develops a search technology that recommends products to consumers based on their characteristics and preferences.,"32,467",01/01/2010,Closed,1,"Beauty, Search Engine, Fashion",1,11-50,06/27/2012,"$1,300,000","$1,300,000",2,Series A,http://www.colormodules.com,1
Advanced Power Projects,https://www.crunchbase.com/organization/advanced-power-projects,"Energy, Hardware, Sustainability, Consumer Electronics","Fremont, California, United States",Advanced Power Projects is focused on developing clean power plants by increasing plant output and efficiency.,"32,585",01/01/2008,Closed,,"Clean Energy, Energy, Electronics",,1-10,03/18/2008,"$13,000,000","$13,000,000",3,Series A,http://www.advancedpowerprojects.com,1
Beezag,https://www.crunchbase.com/organization/beezag,"Media and Entertainment, Sales and Marketing, Video, Advertising","New York, New York, United States",Beezag is at the forefront of data science innovation and its application in today’s video advertising arena.,"32,664",02/01/2009,Closed,3,"Video, Advertising",2,11-50,01/24/2010,"$2,500,000","$3,250,000",1,Series A,http://beezag.com,2
Helix Therapeutics,https://www.crunchbase.com/organization/helix-therapeutics,"Biotechnology, Science and Engineering, Health Care","New Haven, Connecticut, United States",Helix Therapeutics developed DNA-based therapeutics for the treatment of HIV/AIDS and common genetic diseases.,"32,853",01/01/2006,Closed,2,"Genetics, Biotechnology",2,1-10,11/23/2010,"$2,500,000","$3,362,500",4,Series A,http://helixtherapeutics.com,3
Apisphere,https://www.crunchbase.com/organization/apisphere,"Sales and Marketing, Advertising","Redwood City, California, United States","Apisphere, a geo-enabled mobility platform, enables organizations to mobilize business processes with continuous location capabilities.","32,933",01/01/2006,Closed,1,"Ad Network, Advertising",,11-50,01/29/2010,"$4,580,000","$4,580,000",,Series A,http://apisphere.com,1
